1 | Tackle | normal | physical | 35 | 50 | 100
1233 | Howl | normal | other | 40 | 0 | 0 | -- % | 0 | No | No | No
1234 | Rock Polish | rock | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1235 | Cross Poison | poison | physical | 20 | 70 | 100 | 10 % | 0 | Yes | No | No
1236 | Ice Fang | ice | physical | 15 | 65 | 95 | 10 % | 0 | Yes | No | No
1237 | Sludge Wave | poison | special | 10 | 95 | 100 | 10 % | 0 | No | No | No
1238 | Low Sweep | fighting | physical | 20 | 65 | 100 | 100 % | 0 | Yes | No | No
1239 | Relic Song | normal | special | 10 | 75 | 100 | 10 % | 0 | No | Yes | No
1240 | Power-Up Punch | fighting | physical | 20 | 40 | 100 | 100 % | 0 | Yes | No | Yes
1241 | Leech Life | bug | physical | 15 | 20 | 100 | -- % | 0 | Yes | No | No
1242 | Wing Attack | flying | physical | 35 | 60 | 100 | -- % | 0 | Yes | No | No
1243 | Sludge Bomb | poison | special | 10 | 90 | 100 | 30 % | 0 | No | No | No
1244 | Struggle | normal | physical | 1 | 50 | 0 | -- % | 0 | No | Yes | No
1245 | Aromatherapy | grass | other | 5 | 0 | 0 | -- % | 0 | No | No | No
1246 | Wring Out | normal | special | 5 | 1 | 100 | -- % | 0 | Yes | No | No
1247 | Magnet Rise | electric | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1248 | Hyper Beam | normal | special | 5 | 150 | 90 | -- % | 0 | No | No | No
1249 | Rollout | rock | physical | 20 | 30 | 90 | -- % | 0 | Yes | No | No
1250 | Swift | normal | special | 20 | 60 | 0 | -- % | 0 | No | No | No
1251 | Punishment | dark | physical | 5 | 1 | 100 | -- % | 0 | Yes | No | No
1252 | Payback | dark | physical | 10 | 50 | 100 | -- % | 0 | Yes | No | No
1253 | Sacred Sword | fighting | physical | 15 | 90 | 100 | -- % | 0 | Yes | No | No
1254 | Metal Claw | steel | physical | 35 | 50 | 95 | 10 % | 0 | Yes | No | No
1255 | Soft-Boiled | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1256 | Mist | ice | other | 30 | 0 | 0 | -- % | 0 | No | No | No
1257 | Bone Club | ground | physical | 20 | 65 | 85 | 10 % | 0 | No | No | No
1258 | Slash | normal | physical | 20 | 70 | 100 | -- % | 0 | Yes | No | No
1259 | Pin Missile | bug | physical | 20 | 25 | 95 | -- % | 0 | No | No | No
1260 | Mud-Slap | ground | special | 10 | 20 | 100 | 100 % | 0 | No | No | No
1261 | Land's Wrath | ground | physical | 10 | 90 | 100 | -- % | 0 | Yes | No | No
1262 | Splash | normal | other | 40 | 0 | 0 | -- % | 0 | No | No | No
1263 | Nuzzle | electric | physical | 20 | 20 | 100 | 100 % | 0 | Yes | No | No
1264 | Spit Up | normal | special | 10 | 1 | 100 | -- % | 0 | No | No | No
1265 | Leer | normal | other | 30 | 0 | 100 | 100 % | 0 | No | No | No
1266 | Grass Knot | grass | special | 20 | 1 | 100 | -- % | 0 | Yes | No | No
1267 | Crush Claw | normal | physical | 10 | 75 | 95 | 50 % | 0 | Yes | No | No
1268 | Dual Chop | dragon | physical | 15 | 40 | 90 | -- % | 0 | Yes | No | No
1269 | Stone Edge | rock | physical | 5 | 100 | 80 | -- % | 0 | No | No | No
1270 | Psycho Cut | psychic | physical | 20 | 70 | 100 | -- % | 0 | No | No | No
1271 | Egg Bomb | normal | physical | 10 | 100 | 75 | -- % | 0 | No | No | No
1272 | Meditate | psychic | other | 40 | 0 | 0 | -- % | 0 | No | No | No
1273 | Thousand Arrows | ground | physical | 10 | 90 | 100 | 100 % | 0 | No | No | No
1274 | Bite | dark | physical | 25 | 60 | 100 | 30 % | 0 | Yes | No | No
1275 | Chatter | flying | special | 20 | 65 | 100 | 100 % | 0 | No | Yes | No
1276 | Hyperspace Fury | dark | physical | 5 | 100 | 0 | -- % | 0 | No | No | No
1277 | Spikes | ground | other | 20 | 0 | 0 | 1 Layer | 2 Layers | None | 0 | Entry Hazard
1278 | Fissure | ground | physical | 5 | 1 | 30 | -- % | 0 | No | No | No
1279 | Cotton Spore | grass | other | 40 | 0 | 100 | -- % | 0 | No | No | No
1280 | Horn Drill | normal | physical | 5 | 1 | 30 | -- % | 0 | Yes | No | No
1281 | Fly | flying | physical | 15 | 90 | 95 | -- % | 0 | Yes | No | No
1282 | Taunt | dark | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1283 | Wood Hammer | grass | physical | 15 | 120 | 100 | -- % | 0 | Yes | No | No
1284 | Disarming Voice | fairy | special | 15 | 40 | 0 | -- % | 0 | No | Yes | No
1285 | Revenge | fighting | physical | 10 | 60 | 100 | -- % | -4 | Yes | No | No
1286 | Karate Chop | fighting | physical | 25 | 50 | 100 | -- % | 0 | Yes | No | No
1287 | Fury Cutter | bug | physical | 20 | 40 | 95 | -- % | 0 | Yes | No | No
1288 | Shift Gear | steel | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1289 | Judgment | normal | special | 10 | 100 | 100 | -- % | 0 | No | No | No
1290 | Defend Order | bug | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1291 | Steel Wing | steel | physical | 25 | 70 | 90 | 10 % | 0 | Yes | No | No
1292 | Mud Sport | ground | other | 15 | 0 | 0 | -- % | 0 | No | No | No
1293 | Coil | poison | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1294 | Will-O-Wisp | fire | other | 15 | 0 | 85 | -- % | 0 | No | No | No
1295 | Bug Bite | bug | physical | 20 | 60 | 100 | -- % | 0 | Yes | No | No
1296 | Double Hit | normal | physical | 10 | 35 | 90 | -- % | 0 | Yes | No | No
1297 | Stealth Rock | rock | other | 20 | 0 | 0 | x0.25 Effective | x0.5 Effective | 1/4 of Max HP (25%) | x4 Effective | 1/2 of Max HP (50%)
1298 | Role Play | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1299 | Poison Jab | poison | physical | 20 | 80 | 100 | 30 % | 0 | Yes | No | No
1300 | Bonemerang | ground | physical | 10 | 50 | 90 | -- % | 0 | No | No | No
1301 | Vice Grip | normal | physical | 30 | 55 | 100 | -- % | 0 | Yes | No | No
1302 | Petal Blizzard | grass | physical | 15 | 90 | 100 | -- % | 0 | No | No | No
1303 | Hone Claws | dark | other | 15 | 0 | 0 | -- % | 0 | No | No | No
1304 | Substitute | normal | other | 10 | 0 | 0 | <img src="/pokedex-bw/type/normal.gif"> | 15 | 20 | -- | 100
1305 | Precipice Blades | ground | physical | 10 | 120 | 85 | -- % | 0 | No | No | No
1306 | Drain Punch | fighting | physical | 10 | 75 | 100 | -- % | 0 | Yes | No | Yes
1307 | Waterfall | water | physical | 15 | 80 | 100 | 20 % | 0 | Yes | No | No
1308 | Rage | normal | physical | 20 | 20 | 100 | -- % | 0 | Yes | No | No
1309 | Water Sport | water | other | 15 | 0 | 0 | -- % | 0 | No | No | No
1310 | Poison Powder | poison | other | 35 | 0 | 75 | -- % | 0 | No | No | No
1311 | Hold Back | normal | physical | 40 | 40 | 100 | -- % | 0 | Yes | No | No
1312 | Poison Fang | poison | physical | 15 | 50 | 100 | 50 % | 0 | Yes | No | No
1313 | Sleep Talk | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1314 | Vine Whip | grass | physical | 25 | 45 | 100 | -- % | 0 | Yes | No | No
1315 | Fake Tears | dark | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1316 | Struggle Bug | bug | special | 20 | 50 | 100 | 100 % | 0 | No | No | No
1317 | Work Up | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
1318 | Noble Roar | normal | other | 30 | 0 | 100 | 100 % | 0 | No | Yes | No
1319 | Muddy Water | water | special | 10 | 90 | 85 | 30 % | 0 | No | No | No
1320 | Ember | fire | special | 25 | 40 | 100 | 10 % | 0 | No | No | No
1321 | Mind Reader | normal | other | 5 | 0 | 0 | -- % | 0 | No | No | No
1322 | Withdraw | water | other | 40 | 0 | 0 | -- % | 0 | No | No | No
1323 | Minimize | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1324 | Fire Spin | fire | special | 15 | 35 | 85 | 100 % | 0 | No | No | No
1325 | Low Kick | fighting | physical | 20 | 1 | 100 | -- % | 0 | Yes | No | No
1326 | Bulldoze | ground | physical | 20 | 60 | 100 | 100 % | 0 | No | No | No
1327 | Topsy-Turvy | dark | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1328 | Metal Burst | steel | physical | 10 | 1 | 100 | -- % | 0 | No | No | No
1329 | Water Pledge | water | special | 10 | 80 | 100 | -- % | 0 | No | No | No
1330 | Focus Energy | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
1331 | Sleep Powder | grass | other | 15 | 0 | 75 | -- % | 0 | No | No | No
1332 | Thunder Punch | electric | physical | 15 | 75 | 100 | 10 % | 0 | Yes | No | Yes
1333 | Take Down | normal | physical | 20 | 90 | 85 | -- % | 0 | Yes | No | No
1334 | Earthquake | ground | physical | 10 | 100 | 100 | -- % | 0 | No | No | No
1335 | Safeguard | normal | other | 25 | 0 | 0 | -- % | 0 | No | No | No
1336 | Fire Blast | fire | special | 5 | 110 | 85 | 10 % | 0 | No | No | No
1337 | Mud Shot | ground | special | 15 | 55 | 95 | 100 % | 0 | No | No | No
1338 | Shell Smash | normal | other | 15 | 0 | 0 | -- % | 0 | No | No | No
1339 | Light Screen | psychic | other | 30 | 0 | 0 | -- % | 0 | No | No | No
1340 | Aerial Ace | flying | physical | 20 | 60 | 0 | -- % | 0 | Yes | No | No
1341 | Hypnosis | psychic | other | 20 | 0 | 60 | -- % | 0 | No | No | No
1342 | Dizzy Punch | normal | physical | 10 | 70 | 100 | 20 % | 0 | Yes | No | Yes
1343 | Water Spout | water | special | 5 | 150 | 100 | -- % | 0 | No | No | No
1344 | Slack Off | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1345 | Charm | fairy | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1346 | Spark | electric | physical | 20 | 65 | 100 | 30 % | 0 | Yes | No | No
1347 | Amnesia | psychic | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1348 | Rock Smash | fighting | physical | 15 | 40 | 100 | 50 % | 0 | Yes | No | No
1349 | Boomburst | normal | special | 10 | 140 | 100 | -- % | 0 | No | Yes | No
1350 | Bide | normal | physical | 10 | 1 | 0 | -- % | 1 | Yes | No | No
1351 | Blast Burn | fire | special | 5 | 150 | 90 | -- % | 0 | No | No | No
1352 | Quick Attack | normal | physical | 30 | 40 | 100 | -- % | 1 | Yes | No | No
1353 | Fusion Flare | fire | special | 5 | 100 | 100 | -- % | 0 | No | No | No
1354 | Final Gambit | fighting | special | 5 | 1 | 100 | -- % | 0 | Yes | No | No
1355 | Spiky Shield | grass | other | 10 | 0 | 0 | -- % | 4 | No | No | No
1356 | Gunk Shot | poison | physical | 5 | 120 | 80 | 30 % | 0 | No | No | No
1357 | Heal Order | bug | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1358 | Heart Stamp | psychic | physical | 25 | 60 | 100 | 30 % | 0 | Yes | No | No
1359 | Defog | flying | other | 15 | 0 | 0 | -- % | 0 | No | No | No
1360 | Spike Cannon | normal | physical | 15 | 20 | 100 | -- % | 0 | No | No | No
1361 | Surf | water | special | 15 | 90 | 100 | -- % | 0 | No | No | No
1362 | Conversion | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
1363 | Flash | normal | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1364 | Water Shuriken | water | physical | 20 | 15 | 100 | -- % | 1 | No | No | No
1365 | Barrier | psychic | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1366 | Torment | dark | other | 15 | 0 | 100 | -- % | 0 | No | No | No
1367 | Head Smash | rock | physical | 5 | 150 | 80 | -- % | 0 | Yes | No | No
1368 | Hammer Arm | fighting | physical | 10 | 100 | 90 | 100 % | 0 | Yes | No | Yes
1369 | Fire Pledge | fire | special | 10 | 80 | 100 | -- % | 0 | No | No | No
1370 | Explosion | normal | physical | 5 | 250 | 100 | -- % | 0 | No | No | No
1371 | Flare Blitz | fire | physical | 15 | 120 | 100 | 10 % | 0 | Yes | No | No
1372 | Smack Down | rock | physical | 15 | 50 | 100 | 100 % | 0 | No | No | No
1373 | Sandstorm | rock | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1374 | Tail Glow | bug | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1375 | Ancient Power | rock | special | 5 | 60 | 100 | 10 % | 0 | No | No | No
1376 | Icicle Crash | ice | physical | 10 | 85 | 90 | 30 % | 0 | No | No | No
1377 | Heal Block | psychic | other | 15 | 0 | 100 | -- % | 0 | No | No | No
1378 | Helping Hand | normal | other | 20 | 0 | 0 | -- % | 5 | No | No | No
1379 | Rain Dance | water | other | 5 | 0 | 0 | -- % | 0 | No | No | No
1380 | Whirlwind | normal | other | 20 | 0 | 0 | -- % | -6 | No | No | No
1381 | Sky Attack | flying | physical | 5 | 140 | 90 | 30 % | 0 | No | No | No
1382 | Chip Away | normal | physical | 20 | 70 | 100 | -- % | 0 | Yes | No | No
1383 | Healing Wish | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1384 | Super Fang | normal | physical | 10 | 1 | 90 | -- % | 0 | Yes | No | No
1385 | Fire Fang | fire | physical | 15 | 65 | 95 | 10 % | 0 | Yes | No | No
1386 | Double Team | normal | other | 15 | 0 | 0 | -- % | 0 | No | No | No
1387 | Body Slam | normal | physical | 15 | 85 | 100 | 30 % | 0 | Yes | No | No
1388 | Glare | normal | other | 30 | 0 | 100 | -- % | 0 | No | No | No
1389 | X-Scissor | bug | physical | 15 | 80 | 100 | -- % | 0 | Yes | No | No
1390 | Swallow | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1391 | Twineedle | bug | physical | 20 | 25 | 100 | 20 % | 0 | No | No | No
1392 | Smokescreen | normal | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1393 | Water Pulse | water | special | 20 | 60 | 100 | 20 % | 0 | No | No | No
1394 | Electrify | electric | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1395 | Bounce | flying | physical | 5 | 85 | 85 | 30 % | 0 | Yes | No | No
1396 | Thrash | normal | physical | 10 | 120 | 100 | -- % | 0 | Yes | No | No
1397 | Hidden Power | normal | special | 15 | 60 | 100 | -- % | 0 | No | No | No
1398 | Aqua Jet | water | physical | 20 | 40 | 100 | -- % | 1 | Yes | No | No
1399 | Bind | normal | physical | 20 | 15 | 85 | 100 % | 0 | Yes | No | No
1400 | Fire Punch | fire | physical | 15 | 75 | 100 | 10 % | 0 | Yes | No | Yes
1401 | Sketch | normal | other | 1 | 0 | 0 | -- % | 0 | No | No | No
1402 | Mystical Fire | fire | special | 10 | 65 | 100 | 100 % | 0 | No | No | No
1403 | Camouflage | normal | other | 20 | 0 | 0 | Buildings | Caves/Mountainsides | Grass-type | Snow | Ice-type
1404 | Rock Blast | rock | physical | 10 | 25 | 90 | -- % | 0 | No | No | No
1405 | Rock Slide | rock | physical | 10 | 75 | 90 | 30 % | 0 | No | No | No
1406 | Attack Order | bug | physical | 15 | 90 | 100 | -- % | 0 | No | No | No
1407 | Follow Me | normal | other | 20 | 0 | 0 | -- % | 2 | No | No | No
1408 | Gastro Acid | poison | other | 10 | 0 | 100 | -- % | 0 | No | No | No
1409 | Acrobatics | flying | physical | 15 | 55 | 100 | -- % | 0 | Yes | No | No
1410 | Acid | poison | special | 30 | 40 | 100 | 10 % | 0 | No | No | No
1411 | Steam Eruption | water | special | 5 | 110 | 95 | 30 % | 0 | No | Yes | Yes
1412 | Synchronoise | psychic | special | 10 | 120 | 100 | -- % | 0 | No | No | No
1413 | Peck | flying | physical | 35 | 35 | 100 | -- % | 0 | Yes | No | No
1414 | Wrap | normal | physical | 20 | 15 | 90 | 100 % | 0 | Yes | No | No
1415 | Fake Out | normal | physical | 10 | 40 | 100 | 100 % | 3 | Yes | No | No
1416 | Ice Punch | ice | physical | 15 | 75 | 100 | 10 % | 0 | Yes | No | Yes
1417 | Dazzling Gleam | fairy | special | 10 | 80 | 100 | -- % | 0 | No | No | No
1418 | Endeavor | normal | physical | 5 | 1 | 100 | -- % | 0 | Yes | No | No
1419 | Morning Sun | normal | other | 5 | 0 | 0 | -- % | 0 | No | No | No
1420 | Flame Charge | fire | physical | 20 | 50 | 100 | 100 % | 0 | Yes | No | No
1421 | Rapid Spin | normal | physical | 40 | 20 | 100 | -- % | 0 | Yes | No | No
1422 | Comet Punch | normal | physical | 15 | 18 | 85 | -- % | 0 | Yes | No | Yes
1423 | Mirror Shot | steel | special | 10 | 65 | 85 | 30 % | 0 | No | No | No
1424 | Dragon Ascent | flying | physical | 5 | 120 | 100 | -- % | 0 | Yes | No | No
1425 | Celebrate | normal | other | 40 | 0 | 0 | -- % | 0 | No | No | No
1426 | Sucker Punch | dark | physical | 5 | 80 | 100 | -- % | 1 | Yes | No | No
1427 | Skill Swap | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1428 | Origin Pulse | water | special | 10 | 110 | 85 | -- % | 0 | No | No | No
1429 | Pluck | flying | physical | 20 | 60 | 100 | -- % | 0 | Yes | No | No
1430 | Covet | normal | physical | 25 | 60 | 100 | -- % | 0 | Yes | No | No
1431 | Refresh | normal | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1432 | Iron Tail | steel | physical | 15 | 100 | 75 | 30 % | 0 | Yes | No | No
1433 | Venoshock | poison | special | 10 | 65 | 100 | -- % | 0 | No | No | No
1434 | Sacred Fire | fire | physical | 5 | 100 | 95 | 50 % | 0 | No | No | No
1435 | Incinerate | fire | special | 15 | 60 | 100 | -- % | 0 | No | No | No
1436 | Double Slap | normal | physical | 10 | 15 | 85 | -- % | 0 | Yes | No | No
1437 | Volt Tackle | electric | physical | 15 | 120 | 100 | 10 % | 0 | Yes | No | No
1438 | Bubble Beam | water | special | 20 | 65 | 100 | 10 % | 0 | No | No | No
1439 | Rage Powder | bug | other | 20 | 0 | 0 | -- % | 2 | No | No | No
1440 | Night Slash | dark | physical | 15 | 70 | 100 | -- % | 0 | Yes | No | No
1441 | Reflect Type | normal | other | 15 | 0 | 0 | -- % | 0 | No | No | No
1442 | Overheat | fire | special | 5 | 130 | 90 | 100 % | 0 | No | No | No
1443 | Acid Spray | poison | special | 20 | 40 | 100 | 100 % | 0 | No | No | No
1444 | Sand Tomb | ground | physical | 15 | 35 | 85 | 100 % | 0 | No | No | No
1445 | Recover | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1446 | Poison Tail | poison | physical | 25 | 50 | 100 | 10 % | 0 | Yes | No | No
1447 | Roar of Time | dragon | special | 5 | 150 | 90 | -- % | 0 | No | No | No
1448 | Flame Burst | fire | special | 15 | 70 | 100 | -- % | 0 | No | No | No
1449 | Tri Attack | normal | special | 10 | 80 | 100 | 20 % | 0 | No | No | No
1450 | Rock Tomb | rock | physical | 15 | 60 | 95 | 100 % | 0 | No | No | No
1451 | Hydro Cannon | water | special | 5 | 150 | 90 | -- % | 0 | No | No | No
1452 | Cut | normal | physical | 30 | 50 | 95 | -- % | 0 | Yes | No | No
1453 | Blue Flare | fire | special | 5 | 130 | 85 | 20 % | 0 | No | No | No
1454 | Psystrike | psychic | special | 10 | 100 | 100 | -- % | 0 | No | No | No
1455 | Thousand Waves | ground | physical | 10 | 90 | 100 | -- % | 0 | No | No | No
1456 | Round | normal | special | 15 | 60 | 100 | -- % | 0 | No | Yes | No
1457 | Needle Arm | grass | physical | 15 | 60 | 100 | 30 % | 0 | Yes | No | No
1458 | Extrasensory | psychic | special | 20 | 80 | 100 | 10 % | 0 | No | No | No
1459 | Flamethrower | fire | special | 15 | 90 | 100 | 10 % | 0 | No | No | No
1460 | False Swipe | normal | physical | 40 | 40 | 100 | -- % | 0 | Yes | No | No
1461 | Whirlpool | water | special | 15 | 35 | 85 | 100 % | 0 | No | No | No
1462 | Hail | ice | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1463 | Meteor Mash | steel | physical | 10 | 90 | 90 | 20 % | 0 | Yes | No | Yes
1464 | Haze | ice | other | 30 | 0 | 0 | -- % | 0 | No | No | No
1465 | Copycat | normal | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1466 | Eruption | fire | special | 5 | 150 | 100 | -- % | 0 | No | No | No
1467 | Dragon Breath | dragon | special | 20 | 60 | 100 | 30 % | 0 | No | No | No
1468 | Magnet Bomb | steel | physical | 20 | 60 | 0 | -- % | 0 | No | No | No
1469 | Happy Hour | normal | other | 30 | 0 | 0 | -- % | 0 | No | No | No
1470 | Foul Play | dark | physical | 15 | 95 | 100 | -- % | 0 | Yes | No | No
1471 | Dragon Rage | dragon | special | 10 | 1 | 100 | -- % | 0 | No | No | No
1472 | Blaze Kick | fire | physical | 10 | 85 | 90 | 10 % | 0 | Yes | No | No
1473 | Uproar | normal | special | 10 | 90 | 100 | -- % | 0 | No | Yes | No
1474 | Clear Smog | poison | special | 15 | 50 | 0 | -- % | 0 | No | No | No
1475 | Razor Shell | water | physical | 10 | 75 | 95 | 50 % | 0 | Yes | No | No
1476 | Geomancy | fairy | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1477 | Bolt Strike | electric | physical | 5 | 130 | 85 | 20 % | 0 | Yes | No | No
1478 | Guard Swap | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1479 | Swords Dance | normal | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1480 | Fiery Dance | fire | special | 10 | 80 | 100 | 50 % | 0 | No | No | No
1481 | Twister | dragon | special | 20 | 40 | 100 | 20 % | 0 | No | No | No
1482 | Brave Bird | flying | physical | 15 | 120 | 100 | -- % | 0 | Yes | No | No
1483 | Mimic | normal | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1484 | Poison Sting | poison | physical | 35 | 15 | 100 | 30 % | 0 | No | No | No
1485 | Light of Ruin | fairy | special | 5 | 140 | 90 | -- % | 0 | No | Yes | No
1486 | Sunny Day | fire | other | 5 | 0 | 0 | -- % | 0 | No | No | No
1487 | Mega Drain | grass | special | 15 | 40 | 100 | -- % | 0 | No | No | No
1488 | Drill Peck | flying | physical | 20 | 80 | 100 | -- % | 0 | Yes | No | No
1489 | Present | normal | physical | 15 | 1 | 90 | -- % | 0 | No | No | No
1490 | Ion Deluge | electric | other | 25 | 0 | 0 | -- % | 1 | No | No | No
1491 | Switcheroo | dark | other | 10 | 0 | 100 | -- % | 0 | No | No | No
1492 | Inferno | fire | special | 5 | 100 | 50 | 100 % | 0 | No | No | No
1493 | Air Cutter | flying | special | 25 | 60 | 95 | -- % | 0 | No | No | No
1494 | Gyro Ball | steel | physical | 5 | 1 | 100 | -- % | 0 | Yes | No | No
1495 | Leaf Tornado | grass | special | 10 | 65 | 90 | 50 % | 0 | No | No | No
1496 | Searing Shot | fire | special | 5 | 100 | 100 | 30 % | 0 | No | No | No
1497 | Absorb | grass | special | 25 | 20 | 100 | -- % | 0 | No | No | No
1498 | King's Shield | steel | other | 10 | 0 | 0 | -- % | 4 | No | No | No
1499 | Roost | flying | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1500 | Teleport | psychic | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1501 | Giga Drain | grass | special | 10 | 75 | 100 | -- % | 0 | No | No | No
1502 | Flame Wheel | fire | physical | 25 | 60 | 100 | 10 % | 0 | Yes | No | No
1503 | Aeroblast | flying | special | 5 | 100 | 95 | -- % | 0 | No | No | No
1504 | Avalanche | ice | physical | 10 | 60 | 100 | -- % | -4 | Yes | No | No
1505 | Frenzy Plant | grass | special | 5 | 150 | 90 | -- % | 0 | No | No | No
1506 | Heat Wave | fire | special | 10 | 95 | 90 | 10 % | 0 | No | No | No
1507 | Quash | dark | other | 15 | 0 | 100 | -- % | 0 | No | No | No
1508 | Grassy Terrain | grass | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1509 | Charge | electric | other | 20 | 0 | 0 | -- % | 0 | No | No | No
1510 | Power Split | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1511 | V-create | fire | physical | 5 | 180 | 95 | 100 % | 0 | Yes | No | No
1512 | Dark Pulse | dark | special | 15 | 80 | 100 | 20 % | 0 | No | No | No
1513 | Diamond Storm | rock | physical | 5 | 100 | 95 | 50 % | 0 | No | No | No
1514 | Power Gem | rock | special | 20 | 80 | 100 | -- % | 0 | No | No | No
1515 | Wonder Room | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1516 | Misty Terrain | fairy | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1517 | Energy Ball | grass | special | 10 | 90 | 100 | 10 % | 0 | No | No | No
1518 | Razor Leaf | grass | physical | 25 | 55 | 95 | -- % | 0 | No | No | No
1519 | Air Slash | flying | special | 15 | 75 | 95 | 30 % | 0 | No | No | No
1520 | Blizzard | ice | special | 5 | 110 | 70 | 10 % | 0 | No | No | No
1521 | Flower Shield | fairy | other | 10 | 0 | 0 | 100 % | 0 | No | No | No
1522 | Power Swap | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1523 | Oblivion Wing | flying | special | 10 | 80 | 100 | -- % | 0 | No | No | No
1524 | Aromatic Mist | fairy | other | 20 | 0 | 100 | -- % | 0 | No | No | No
1525 | Mud Bomb | ground | special | 10 | 65 | 85 | 30 % | 0 | No | No | No
1526 | Charge Beam | electric | special | 10 | 50 | 90 | 70 % | 0 | No | No | No
1527 | Solar Beam | grass | special | 10 | 120 | 100 | -- % | 0 | No | No | No
1528 | Ally Switch | psychic | other | 15 | 0 | 0 | -- % | 1 | No | No | No
1529 | Zap Cannon | electric | special | 5 | 120 | 50 | 100 % | 0 | No | No | No
1530 | Hydro Pump | water | special | 5 | 110 | 80 | -- % | 0 | No | No | No
1531 | Electroweb | electric | special | 15 | 55 | 95 | 100 % | 0 | No | No | No
1532 | Trick Room | psychic | other | 5 | 0 | 0 | -- % | -7 | No | No | No
1533 | Night Daze | dark | special | 10 | 85 | 95 | 40 % | 0 | No | No | No
1534 | Thunder Shock | electric | special | 30 | 40 | 100 | 10 % | 0 | No | No | No
1535 | Moonblast | fairy | special | 15 | 95 | 100 | 30 % | 0 | No | No | No
1536 | Electro Ball | electric | special | 10 | 1 | 100 | -- % | 0 | No | No | No
1537 | Electric Terrain | electric | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1538 | Thunderbolt | electric | special | 15 | 90 | 100 | 10 % | 0 | No | No | No
1539 | Luster Purge | psychic | special | 5 | 70 | 100 | 50 % | 0 | No | No | No
1540 | Discharge | electric | special | 15 | 80 | 100 | 30 % | 0 | No | No | No
1541 | Guard Split | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1542 | Bubble | water | special | 30 | 40 | 100 | 10 % | 0 | No | No | No
1543 | Crafty Shield | fairy | other | 10 | 0 | 0 | -- % | 3 | No | No | No
1544 | Thunder | electric | special | 10 | 110 | 70 | 30 % | 0 | No | No | No
1545 | Water Gun | water | special | 25 | 40 | 100 | -- % | 0 | No | No | No
1546 | Heart Swap | psychic | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1547 | Shock Wave | electric | special | 20 | 60 | 0 | -- % | 0 | No | No | No
1548 | Infestation | bug | special | 20 | 20 | 100 | 100 % | 0 | Yes | No | No
1549 | Confusion | psychic | special | 25 | 50 | 100 | 10 % | 0 | No | No | No
1550 | Volt Switch | electric | special | 20 | 70 | 100 | -- % | 0 | No | No | No
1551 | Draining Kiss | fairy | special | 10 | 50 | 100 | -- % | 0 | Yes | No | No
1552 | Fairy Lock | fairy | other | 10 | 0 | 0 | -- % | 0 | No | No | No
1553 | Ice Burn | ice | special | 5 | 140 | 90 | 30 % | 0 | No | No | No
1554 | Psywave | psychic | special | 15 | 1 | 100 | -- % | 0 | No | No | No
